id,prediction
1826,8.332812
1827,30.4412
1828,57.4917
1829,93.40123
1830,136.02919
1831,216.9258
1832,288.96146
1833,321.12045
1834,356.16028
1835,383.45218
1836,359.47485
1837,316.07623
1838,270.04166
1839,233.87022
1840,161.02939
1841,138.85689
1842,88.16698
1843,52.679573
1844,36.735397
1845,9.745761
1846,3.482062
1847,3.646866
1848,5.2190914
1849,8.874956
1850,21.734766
1851,61.689194
1852,138.85689
1853,221.57933
1854,419.42957
1855,594.77637
1856,695.80237
1857,828.3218
1858,912.1696
1859,811.2785
1860,844.9848
1861,828.3218
1862,624.3276
1863,466.42868
1864,359.47485
1865,259.50775
1866,135.8027
1867,59.757935
1868,22.963757
1869,3.646866
1870,2.3368886
1871,2.9744697
1872,2.9744697
1873,3.646866
1874,20.45643
1875,60.55607
1876,120.87198
1877,202.92914
1878,339.45697
1879,497.95187
1880,530.06366
1881,651.38605
1882,772.3948
1883,600.7416
1884,480.63492
1885,416.2059
1886,299.94574
1887,259.50775
1888,227.86264
1889,153.48767
1890,93.591034
1891,60.55607
1892,25.987635
1893,2.6979153
1894,2.5453515
1895,2.9744697
1896,2.9744697
1897,2.0805712
1898,11.918854
1899,43.27455
1900,99.57592
1901,209.18758
1902,330.5946
1903,506.83795
1904,542.96466
1905,630.2928
1906,746.03076
1907,793.68317
1908,828.3218
1909,738.0901
1910,640.102
1911,517.62036
1912,392.42737
1913,259.50775
1914,148.03697
1915,54.446808
1916,14.883102
1917,3.319629
1918,1.500459
1919,2.9744697
1920,2.9744697
1921,2.1253557
1922,19.631418
1923,54.446808
1924,101.99695
1925,216.9258
1926,381.24667
1927,520.4626
1928,651.38605
1929,723.3199
1930,912.1696
1931,844.9848
1932,836.1501
1933,694.62024
1934,651.38605
1935,502.8644
1936,378.30334
1937,248.98442
1938,138.6055
1939,54.446808
1940,21.734766
1941,3.1962502
1942,7.0894213
1943,10.257384
1944,1.8463286
1945,3.8274872
1946,16.456186
1947,57.4917
1948,108.03626
1949,216.9258
1950,370.65555
1951,582.4222
1952,695.80237
1953,770.28986
1954,828.3218
1955,711.7845
1956,569.1039
1957,613.0435
1958,491.3407
1959,397.95242
1960,268.53152
1961,188.05919
1962,108.03626
1963,61.689194
1964,38.640488
1965,2.6979153
1966,2.9744697
1967,2.9744697
1968,2.9744697
1969,3.646866
1970,8.874956
1971,33.66754
1972,55.94093
1973,167.12372
1974,210.66736
1975,299.94574
1976,339.45697
1977,296.83347
1978,298.4356
1979,464.82062
1980,582.4222
1981,640.102
1982,596.4756
1983,497.45654
1984,299.94574
1985,216.9258
1986,104.66176
1987,94.84764
1988,91.25876
1989,7.0642233
1990,5.015441
1991,3.646866
1992,2.9744697
1993,2.3368886
1994,8.332812
1995,38.301605
1996,46.727646
1997,60.55607
1998,91.25876
1999,180.74039
2000,268.53152
2001,270.04166
2002,299.94574
2003,336.1147
2004,367.59192
2005,290.55753
2006,270.04166
2007,422.75113
2008,268.53152
2009,161.45009
2010,108.03626
2011,49.76342
2012,11.918854
2013,3.6786072
2014,4.629896
2015,2.9744697
2016,2.9744697
2017,2.3368886
2018,16.456186
2019,49.76342
2020,94.84764
2021,216.9258
2022,403.0091
2023,569.1039
2024,643.78754
2025,716.7049
2026,701.5306
2027,723.3199
2028,785.06006
2029,772.3948
2030,530.06366
2031,408.06818
2032,299.94574
2033,233.87022
2034,126.5978
2035,73.65306
2036,67.02458
2037,19.788525
2038,2.1386738
2039,2.9744697
2040,2.9744697
2041,2.3368886
2042,17.281199
2043,54.446808
2044,104.66176
2045,216.9258
2046,403.0091
2047,486.04004
2048,594.77637
2049,695.80237
2050,815.99774
2051,815.99774
2052,828.3218
2053,783.19525
2054,594.77637
2055,406.4508
2056,270.04166
2057,202.92914
2058,126.5978
2059,60.55607
2060,46.727646
2061,7.4866333
2062,2.9744697
2063,2.9744697
2064,2.9744697
2065,3.1962502
2066,14.05809
2067,59.757935
2068,116.889175
2069,161.45009
2070,204.14653
2071,221.57933
2072,216.9258
2073,209.18758
2074,401.5877
2075,339.0655
2076,270.04166
2077,221.57933
2078,216.9258
2079,216.9258
2080,150.003
2081,91.25876
2082,48.49488
2083,24.909996
2084,9.745761
2085,2.6979153
2086,2.9744697
2087,2.9744697
2088,2.9744697
2089,2.3368886
2090,4.629896
2091,15.724548
2092,23.6954
2093,59.757935
2094,94.84764
2095,227.86264
2096,204.93124
2097,216.9258
2098,188.697
2099,222.15149
2100,233.87022
2101,259.50775
2102,221.57933
2103,216.9258
2104,148.03697
2105,94.84764
2106,57.4917
2107,36.468643
2108,13.326447
2109,5.015441
2110,2.5453515
2111,2.9744697
2112,2.9744697
2113,2.2444015
2114,16.456186
2115,59.757935
2116,108.03626
2117,194.38321
2118,213.84111
2119,333.18726
2120,389.95752
2121,554.1915
2122,581.68115
2123,562.25116
2124,530.06366
2125,530.06366
2126,429.7661
2127,310.16467
2128,209.58478
2129,151.74457
2130,108.428825
2131,61.689194
2132,24.909996
2133,6.540614
2134,2.6979153
2135,2.9744697
2136,2.9744697
2137,4.031138
2138,10.287903
2139,32.009396
2140,87.694466
2141,148.03697
2142,151.74457
2143,209.18758
2144,222.08109
2145,381.24667
2146,430.1767
2147,502.6774
2148,470.5428
2149,491.3407
2150,330.5946
2151,270.04166
2152,156.8153
2153,101.99695
2154,60.55607
2155,46.727646
2156,13.326447
2157,4.0244713
2158,3.319629
2159,2.9744697
